# OpenSignals Text File Format. Version 1
# {"00:07:80:0F:2F:AD": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:0F:2F:AD", "device connection": "BTH00:07:80:0F:2F:AD", "sampling rate": 1000, "resolution": [16, 16, 16, 16, 16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2021-10-8", "time": "11:29:52.318", "channels": [1, 2, 3, 4, 5], "sensor": ["XYZ", "XYZ", "XYZ", "FSRIII", "EMG"], "label": ["CH1", "CH2", "CH3", "CH4", "CH5"], "column": ["nSeq", "DI", "CH1", "CH2", "CH3", "CH4", "CH5"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["white", "white", "white", "black", "yellow"], "convertedValues": 0}}
# EndOfHeader
0	0	34404	32488	38268	12	33335	
1	0	34410	32494	38280	12	33226	
2	0	34418	32479	38261	10	33468	
3	0	34428	32484	38264	12	33256	
4	0	34432	32484	38257	10	33140	
5	0	34440	32480	38265	11	33260	
6	0	34440	32488	38280	10	32464	
7	0	34440	32510	38279	11	32134	
8	0	34426	32495	38280	11	32284	
9	0	34424	32500	38305	12	32336	
10	0	34424	32502	38298	11	32437	
11	0	34416	32502	38297	11	32584	
12	0	34424	32502	38308	12	32597	
13	0	34417	32484	38293	11	32608	
14	0	34400	32488	38281	12	32662	
15	0	34392	32504	38276	11	32482	
16	0	34360	32495	38270	11	32296	
17	0	34360	32488	38269	11	32162	
18	0	34376	32476	38258	11	32158	
19	0	34366	32468	38252	11	32806	
20	0	34368	32456	38220	12	33332	
21	0	34356	32456	38196	12	33345	
22	0	34348	32449	38180	11	33244	
23	0	34356	32430	38174	13	33424	
24	0	34349	32434	38160	10	33652	
25	0	34334	32431	38144	12	33076	
26	0	34328	32440	38122	12	32448	
27	0	34334	32434	38133	10	32078	
28	0	34328	32460	38136	11	32400	
29	0	34328	32468	38136	11	32300	
30	0	34338	32469	38140	11	32604	
31	0	34336	32485	38138	12	32632	
32	0	34365	32485	38160	11	32612	
33	0	34380	32494	38149	10	32660	
34	0	34378	32506	38156	11	32644	
35	0	34394	32516	38164	11	32624	
36	0	34402	32518	38169	10	32138	
37	0	34406	32512	38180	11	31990	
38	0	34420	32500	38205	11	32300	
39	0	34425	32516	38244	11	32744	
40	0	34436	32513	38244	11	33053	
41	0	34420	32519	38281	12	33370	
42	0	34424	32518	38292	12	33312	
43	0	34421	32532	38320	10	32920	
44	0	34428	32522	38292	11	33714	
45	0	34424	32532	38324	12	33055	
46	0	34432	32524	38368	11	32420	
47	0	34440	32519	38362	11	32192	
48	0	34422	32526	38350	12	32314	
49	0	34418	32526	38347	11	32528	
50	0	34412	32514	38344	12	32416	
51	0	34420	32526	38372	11	32181	
52	0	34408	32530	38378	11	32660	
53	0	34420	32520	38356	11	32456	
54	0	34400	32528	38320	11	32190	
55	0	34394	32514	38288	12	32762	
56	0	34416	32502	38272	11	32112	
57	0	34400	32500	38269	12	32006	
58	0	34408	32509	38236	10	32335	
59	0	34404	32504	38236	11	32737	
60	0	34400	32500	38232	11	32870	
61	0	34396	32500	38208	11	33380	
62	0	34391	32512	38216	12	33337	
63	0	34394	32524	38212	13	33292	
64	0	34394	32516	38212	11	33632	
65	0	34400	32516	38209	12	33236	
66	0	34392	32518	38187	11	32245	
67	0	34401	32511	38186	11	32198	
68	0	34396	32505	38180	11	32350	
69	0	34408	32500	38189	12	32234	
70	0	34402	32516	38204	11	32444	
71	0	34400	32528	38196	12	32643	
72	0	34392	32526	38220	11	32698	
73	0	34384	32526	38236	11	32523	
74	0	34392	32527	38253	13	32688	
75	0	34384	32528	38268	11	32560	
76	0	34392	32524	38286	12	32156	
77	0	34394	32540	38312	10	32026	
78	0	34392	32540	38330	12	32263	
79	0	34405	32527	38332	12	32950	
80	0	34412	32538	38336	11	33263	
81	0	34418	32534	38372	11	33239	
82	0	34410	32536	38367	13	33516	
83	0	34420	32512	38346	10	33224	
84	0	34432	32521	38336	11	33232	
85	0	34420	32520	38348	11	33192	
86	0	34432	32496	38374	10	32357	
87	0	34432	32492	38373	12	31800	
88	0	34436	32492	38384	10	32393	
89	0	34440	32476	38382	12	32324	
90	0	34444	32474	38360	11	32380	
91	0	34440	32472	38356	12	32679	
92	0	34442	32477	38308	11	32496	
93	0	34432	32480	38310	12	32616	
94	0	34414	32501	38296	12	32637	
95	0	34416	32505	38280	11	32551	
96	0	34424	32502	38248	11	32319	
97	0	34416	32506	38244	11	32085	
98	0	34400	32506	38239	12	32204	
99	0	34405	32500	38242	10	32712	
100	0	34400	32482	38252	11	33328	
101	0	34404	32473	38242	11	33344	
102	0	34396	32480	38232	12	33325	
103	0	34396	32462	38228	11	33372	
104	0	34378	32468	38238	11	33542	
105	0	34380	32471	38216	12	33180	
106	0	34376	32460	38220	12	32297	
107	0	34364	32460	38224	11	32168	
108	0	34372	32461	38210	12	32256	
109	0	34374	32464	38193	11	32318	
110	0	34368	32460	38204	12	32500	
111	0	34374	32460	38200	11	32416	
112	0	34372	32442	38215	11	32236	
113	0	34372	32440	38220	11	32733	
114	0	34384	32426	38212	12	32696	
115	0	34380	32436	38202	10	32530	
116	0	34388	32430	38200	11	32053	
117	0	34400	32428	38192	10	31716	
118	0	34394	32426	38194	11	32460	
119	0	34410	32434	38212	11	32799	
120	0	34408	32422	38222	13	33332	
121	0	34412	32441	38230	11	33174	
122	0	34404	32436	38222	11	33572	
123	0	34418	32442	38236	10	33486	
124	0	34436	32420	38218	11	33570	
125	0	34444	32420	38216	11	33048	
126	0	34436	32412	38212	12	32454	
127	0	34438	32416	38210	10	32032	
128	0	34436	32424	38206	12	32276	
129	0	34426	32432	38208	11	32324	
130	0	34420	32440	38200	12	32480	
131	0	34402	32448	38203	12	32636	
132	0	34396	32456	38176	11	32478	
133	0	34400	32444	38188	11	32388	
134	0	34394	32458	38160	12	32761	
135	0	34393	32461	38157	11	32428	
136	0	34384	32468	38186	12	32212	
137	0	34380	32480	38200	11	31954	
138	0	34381	32484	38216	10	32316	
139	0	34364	32488	38228	12	32996	
140	0	34364	32500	38217	12	33227	
141	0	34352	32508	38236	11	33300	
142	0	34350	32504	38236	11	33448	
143	0	34373	32509	38232	11	33194	
144	0	34376	32516	38237	12	33640	
145	0	34384	32508	38222	12	33148	
146	0	34368	32516	38224	12	32456	
147	0	34380	32516	38246	10	32028	
148	0	34388	32500	38232	11	32237	
149	0	34388	32497	38256	12	32505	
150	0	34404	32486	38260	11	32368	
151	0	34392	32492	38268	12	32378	
152	0	34384	32495	38276	10	32769	
153	0	34384	32495	38262	12	32573	
154	0	34408	32484	38252	11	32616	
155	0	34396	32486	38268	11	32458	
156	0	34408	32478	38272	11	32161	
157	0	34416	32492	38276	12	32151	
158	0	34416	32496	38282	12	32222	
159	0	34432	32485	38272	12	33010	
160	0	34444	32484	38268	11	33445	
161	0	34452	32478	38254	11	33056	
162	0	34440	32465	38240	11	33127	
163	0	34444	32468	38265	10	33478	
164	0	34430	32456	38248	12	33538	
165	0	34444	32450	38260	11	32994	
166	0	34438	32448	38268	11	32184	
167	0	34442	32457	38266	13	32212	
168	0	34438	32462	38250	13	32426	
169	0	34448	32460	38252	10	32328	
170	0	34453	32458	38248	12	32516	
171	0	34432	32462	38265	11	32460	
172	0	34440	32454	38272	11	32710	
173	0	34456	32455	38248	13	32798	
174	0	34444	32462	38252	12	32584	
175	0	34458	32457	38248	12	32398	
176	0	34446	32476	38244	10	32084	
177	0	34454	32472	38244	11	31673	
178	0	34456	32480	38256	11	32417	
179	0	34448	32478	38256	11	32796	
180	0	34440	32472	38268	11	33348	
181	0	34446	32488	38289	11	33077	
182	0	34440	32478	38304	11	33468	
183	0	34416	32488	38294	11	33370	
184	0	34413	32484	38308	11	33671	
185	0	34404	32488	38321	12	32914	
186	0	34408	32496	38318	11	32382	
187	0	34404	32488	38326	11	32250	
188	0	34388	32488	38334	11	32180	
189	0	34388	32492	38317	12	31997	
190	0	34404	32488	38327	12	32609	
191	0	34404	32478	38304	12	32448	
192	0	34408	32473	38328	11	32164	
193	0	34401	32481	38336	13	32804	
194	0	34400	32492	38324	11	32537	
