# OpenSignals Text File Format. Version 1
# {"00:07:80:0F:2F:AD": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:0F:2F:AD", "device connection": "BTH00:07:80:0F:2F:AD", "sampling rate": 1000, "resolution": [16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2021-10-22", "time": "14:50:25.309", "channels": [1], "sensor": ["FSRII"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["black"], "convertedValues": 0}}
# EndOfHeader
0	0	19706	
1	0	19612	
2	0	19536	
3	0	19460	
4	0	19380	
5	0	19396	
6	0	19118	
7	0	19120	
8	0	18796	
9	0	18696	
10	0	18514	
11	0	18416	
12	0	18380	
13	0	18260	
14	0	18132	
15	0	18218	
16	0	17940	
17	0	17852	
18	0	17768	
19	0	17664	
20	0	17428	
21	0	17282	
22	0	17202	
23	0	17141	
24	0	17046	
25	0	17040	
26	0	16948	
27	0	16850	
28	0	16672	
29	0	16529	
30	0	16286	
31	0	16225	
32	0	16064	
33	0	15812	
34	0	15852	
35	0	15756	
36	0	15689	
37	0	15633	
38	0	15636	
39	0	15614	
40	0	15620	
41	0	15518	
42	0	15524	
43	0	15612	
44	0	15736	
45	0	15706	
46	0	15848	
47	0	15864	
48	0	15966	
49	0	15936	
50	0	15969	
51	0	15944	
52	0	16060	
53	0	16230	
54	0	16336	
55	0	16486	
56	0	16720	
57	0	16986	
58	0	17112	
59	0	17350	
60	0	17556	
61	0	18100	
62	0	18457	
63	0	18692	
64	0	19348	
65	0	19532	
66	0	19824	
67	0	20176	
68	0	20352	
69	0	20620	
70	0	20924	
71	0	21120	
72	0	21424	
73	0	21690	
74	0	22052	
75	0	22248	
76	0	22384	
77	0	22500	
78	0	23072	
79	0	23256	
80	0	23772	
81	0	24360	
82	0	24628	
83	0	25192	
84	0	25692	
85	0	25912	
86	0	26356	
87	0	26702	
88	0	26952	
89	0	27172	
90	0	27352	
91	0	27452	
92	0	27708	
93	0	27720	
94	0	27948	
95	0	28228	
96	0	28416	
97	0	28576	
98	0	28652	
99	0	28804	
100	0	29060	
101	0	29260	
102	0	29564	
103	0	29704	
104	0	29912	
105	0	30112	
106	0	30404	
107	0	30560	
108	0	30698	
109	0	30800	
110	0	30928	
111	0	31056	
112	0	31232	
113	0	31450	
114	0	31564	
115	0	31792	
116	0	31932	
117	0	32160	
118	0	32344	
119	0	32573	
120	0	32736	
121	0	32904	
122	0	33076	
123	0	33264	
124	0	33288	
125	0	33306	
126	0	33376	
127	0	33521	
128	0	33636	
129	0	33760	
130	0	33912	
131	0	34032	
132	0	34136	
133	0	34200	
134	0	34368	
135	0	34512	
136	0	34628	
137	0	34784	
138	0	34874	
139	0	34988	
140	0	35032	
141	0	35092	
142	0	35200	
143	0	35192	
144	0	35272	
145	0	35296	
146	0	35408	
147	0	35504	
148	0	35508	
149	0	35688	
150	0	35704	
151	0	35840	
152	0	35968	
153	0	36008	
154	0	35992	
155	0	36088	
156	0	36060	
157	0	36088	
158	0	36188	
159	0	36208	
160	0	36284	
161	0	36316	
162	0	36312	
163	0	36312	
164	0	36312	
165	0	36332	
166	0	36376	
167	0	36400	
168	0	36480	
169	0	36468	
170	0	36428	
171	0	36476	
172	0	36440	
173	0	36376	
174	0	36420	
175	0	36424	
176	0	36496	
177	0	36504	
178	0	36504	
179	0	36416	
180	0	36456	
181	0	36408	
182	0	36416	
183	0	36434	
184	0	36416	
185	0	36428	
186	0	36368	
187	0	36424	
188	0	36496	
189	0	36528	
190	0	36648	
191	0	36626	
192	0	36592	
193	0	36632	
194	0	36680	
195	0	36704	
196	0	36724	
197	0	36804	
198	0	36828	
199	0	37016	
200	0	37104	
201	0	37088	
202	0	37100	
203	0	37176	
204	0	37288	
205	0	37324	
206	0	37380	
207	0	37448	
208	0	37504	
209	0	37596	
210	0	37720	
211	0	37684	
212	0	37720	
213	0	37784	
214	0	37804	
215	0	37768	
216	0	37812	
217	0	37832	
218	0	37848	
219	0	37904	
220	0	37808	
221	0	37872	
222	0	37840	
223	0	37864	
224	0	37800	
225	0	37840	
226	0	37880	
227	0	37900	
228	0	37916	
229	0	37928	
230	0	37882	
231	0	37892	
232	0	37836	
233	0	37832	
234	0	37810	
235	0	37792	
236	0	37824	
237	0	37840	
238	0	37772	
239	0	37736	
240	0	37804	
241	0	37744	
242	0	37704	
243	0	37684	
244	0	37688	
245	0	37584	
246	0	37488	
247	0	37418	
248	0	37432	
249	0	37384	
250	0	37432	
251	0	37368	
252	0	37256	
253	0	37292	
254	0	37240	
255	0	37248	
256	0	37176	
257	0	37204	
258	0	37144	
259	0	37096	
260	0	37108	
261	0	37056	
262	0	36992	
263	0	37000	
264	0	36972	
265	0	37012	
266	0	36944	
267	0	36920	
268	0	36836	
269	0	36796	
270	0	36716	
271	0	36736	
272	0	36716	
273	0	36724	
274	0	36664	
275	0	36668	
276	0	36652	
277	0	36680	
278	0	36680	
279	0	36684	
280	0	36704	
281	0	36700	
282	0	36692	
283	0	36632	
284	0	36716	
285	0	36672	
286	0	36736	
287	0	36728	
288	0	36736	
289	0	36726	
290	0	36900	
291	0	37080	
292	0	37100	
293	0	37212	
294	0	37264	
295	0	37288	
296	0	37356	
297	0	37336	
298	0	37432	
299	0	37512	
300	0	37512	
301	0	37516	
302	0	37456	
303	0	37452	
304	0	37392	
305	0	37536	
306	0	37572	
307	0	37604	
308	0	37568	
309	0	37648	
310	0	37696	
311	0	37736	
312	0	37800	
313	0	37832	
314	0	37888	
315	0	37976	
316	0	38052	
317	0	38152	
318	0	38184	
319	0	38332	
320	0	38592	
321	0	38732	
322	0	38888	
323	0	38932	
324	0	39008	
325	0	39140	
326	0	39264	
327	0	39296	
328	0	39418	
329	0	39460	
330	0	39456	
331	0	39444	
332	0	39424	
333	0	39492	
334	0	39444	
335	0	39436	
336	0	39476	
337	0	39476	
338	0	39544	
339	0	39560	
340	0	39552	
341	0	39624	
342	0	39632	
343	0	39704	
344	0	39740	
