# OpenSignals Text File Format. Version 1
# {"00:07:80:0F:2F:DC": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:0F:2F:DC", "device connection": "BTH00:07:80:0F:2F:DC", "sampling rate": 1000, "resolution": [16, 16, 16, 16, 16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2021-10-23", "time": "13:18:46.358", "channels": [1, 2, 3, 4, 5], "sensor": ["XYZ", "XYZ", "XYZ", "FSRII", "EMG"], "label": ["CH1", "CH2", "CH3", "CH4", "CH5"], "column": ["nSeq", "DI", "CH1", "CH2", "CH3", "CH4", "CH5"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["white", "white", "white", "black", "yellow"], "convertedValues": 0}}
# EndOfHeader
0	0	32828	27873	33376	51822	32344	
1	0	32844	27880	33364	51800	32376	
2	0	32852	27876	33388	51824	32164	
3	0	32853	27866	33392	51408	32096	
4	0	32852	27856	33368	51928	32296	
5	0	32845	27872	33392	51809	32344	
6	0	32832	27876	33400	51772	32472	
7	0	32824	27860	33416	51948	32332	
8	0	32821	27860	33420	51812	32504	
9	0	32816	27840	33400	51872	32780	
10	0	32804	27848	33400	51880	32997	
11	0	32790	27833	33390	51876	33112	
12	0	32792	27848	33388	51904	33292	
13	0	32792	27856	33372	51940	33530	
14	0	32800	27865	33392	51944	33772	
15	0	32808	27869	33400	51928	33560	
16	0	32812	27868	33396	51976	33274	
17	0	32800	27868	33416	51960	33088	
18	0	32804	27880	33416	51521	33072	
19	0	32800	27872	33436	52084	32836	
20	0	32816	27865	33432	51936	32616	
21	0	32816	27864	33416	51980	32405	
22	0	32812	27862	33416	51948	32364	
23	0	32812	27860	33404	51588	32277	
24	0	32824	27852	33400	52088	32256	
25	0	32812	27868	33420	51968	32200	
26	0	32800	27882	33428	51956	32412	
27	0	32810	27880	33412	51920	32364	
28	0	32808	27880	33408	51444	32496	
29	0	32812	27880	33426	52068	32608	
30	0	32816	27888	33444	51936	32788	
31	0	32802	27886	33416	51860	33020	
32	0	32810	27894	33416	52026	33308	
33	0	32816	27892	33416	51928	33448	
34	0	32816	27872	33408	51808	33528	
35	0	32832	27888	33400	52032	33528	
36	0	32828	27896	33396	51884	33364	
37	0	32816	27904	33416	51448	33128	
38	0	32820	27908	33412	51968	33088	
39	0	32828	27906	33393	51964	32768	
40	0	32840	27900	33396	51904	32652	
41	0	32848	27884	33360	51936	32688	
42	0	32848	27876	33388	51908	32460	
43	0	32858	27892	33412	51908	32240	
44	0	32850	27872	33420	51946	32284	
45	0	32861	27866	33394	52008	32336	
46	0	32856	27865	33408	51856	32104	
